65537, 65536, 65535
65528, 65532, 65536
65527, 65535, 65532
65536, 65532, 65535
65492, 65508, 65512
65516, 65524, 65508
65528, 65512, 65524
65508, 65524, 65512
65491, 65511, 65506
65527, 65522, 65511
65516, 65506, 65522
65511, 65522, 65506
65528, 65524, 65532
65516, 65522, 65524
65527, 65532, 65522
65524, 65522, 65532
65344, 65388, 65392
65416, 65424, 65388
65428, 65392, 65424
65388, 65424, 65392
65440, 65464, 65436
65476, 65448, 65464
65416, 65436, 65448
65464, 65448, 65436
65492, 65468, 65488
65428, 65456, 65468
65476, 65488, 65456
65468, 65456, 65488
65416, 65448, 65424
65476, 65456, 65448
65428, 65424, 65456
65448, 65456, 65424
65343, 65391, 65386
65427, 65422, 65391
65414, 65386, 65422
65391, 65422, 65386
65491, 65486, 65467
65474, 65454, 65486
65427, 65467, 65454
65486, 65454, 65467
65440, 65434, 65462
65414, 65446, 65434
65474, 65462, 65446
65434, 65446, 65462
65427, 65454, 65422
65474, 65446, 65454
65414, 65422, 65446
65454, 65446, 65422
65492, 65488, 65508
65476, 65500, 65488
65516, 65508, 65500
65488, 65500, 65508
65440, 65462, 65464
65474, 65480, 65462
65476, 65464, 65480
65462, 65480, 65464
65491, 65506, 65486
65516, 65498, 65506
65474, 65486, 65498
65506, 65498, 65486
65476, 65480, 65500
65474, 65498, 65480
65516, 65500, 65498
65480, 65498, 65500
64752, 64844, 64856
64916, 64932, 64844
64944, 64856, 64932
64844, 64932, 64856
65040, 65056, 64984
65072, 64992, 65056
64916, 64984, 64992
65056, 64992, 64984
65100, 65020, 65096
64944, 65016, 65020
65072, 65096, 65016
65020, 65016, 65096
64916, 64992, 64932
65072, 65016, 64992
64944, 64932, 65016
64992, 65016, 64932
65136, 65188, 65124
65228, 65172, 65188
65116, 65124, 65172
65188, 65172, 65124
65296, 65244, 65260
65180, 65204, 65244
65228, 65260, 65204
65244, 65204, 65260
65040, 65088, 65108
65116, 65144, 65088
65180, 65108, 65144
65088, 65144, 65108
65228, 65204, 65172
65180, 65144, 65204
65116, 65172, 65144
65204, 65144, 65172
65344, 65288, 65340
65232, 65284, 65288
65324, 65340, 65284
65288, 65284, 65340
65100, 65160, 65164
65212, 65220, 65160
65232, 65164, 65220
65160, 65220, 65164
65296, 65312, 65252
65324, 65276, 65312
65212, 65252, 65276
65312, 65276, 65252
65232, 65220, 65284
65212, 65276, 65220
65324, 65284, 65276
65220, 65276, 65284
65040, 65108, 65056
65180, 65132, 65108
65072, 65056, 65132
65108, 65132, 65056
65296, 65252, 65244
65212, 65196, 65252
65180, 65244, 65196
65252, 65196, 65244
65100, 65096, 65160
65072, 65152, 65096
65212, 65160, 65152
65096, 65152, 65160
65180, 65196, 65132
65212, 65152, 65196
65072, 65132, 65152
65196, 65152, 65132
64751, 64855, 64842
64943, 64930, 64855
64914, 64842, 64930
64855, 64930, 64842
65099, 65094, 65019
65070, 65014, 65094
64943, 65019, 65014
65094, 65014, 65019
65038, 64982, 65054
64914, 64990, 64982
65070, 65054, 64990
64982, 64990, 65054
64943, 65014, 64930
65070, 64990, 65014
64914, 64930, 64990
65014, 64990, 64930
65343, 65338, 65287
65322, 65282, 65338
65231, 65287, 65282
65338, 65282, 65287
65294, 65250, 65310
